# Neanderthal Introgression — Adaptive Segments (Low / Medium / High)
# -----------------------------------------------------------
# Segments the genome into contiguous regions of constant introgression class
# based on per-SNP frequencies, limited to pilot-mask intervals (≤1 kb gaps bridged).
#
# Each row = one genomic segment.
# -----------------------------------------------------------
# Definitions:
# - Frequencies are SNP-level proportions (0–1).
# - introgression (per SNP):
#       'low'     → FREQ < 0.001
#       'medium'  → 0.001 ≤ FREQ < 0.1
#       'high'    → FREQ ≥ 0.1
# - Adjacent SNPs with the same class form one segment.
# - Segments are created only within bridged pilot-mask intervals.
#
# Formulas:
# - START_POS = first SNP position in segment
# - END_POS   = last SNP position in segment
# - Length    = END_POS - START_POS + 1
# -----------------------------------------------------------
# Columns:
# CHROM               → Chromosome number (1–22)
# START_POS           → Start coordinate (1-based, inclusive)
# END_POS             → End coordinate (1-based, inclusive)
# Length              → Segment length in base pairs (bp)
# introgression       → low / medium / high classification
# avg_freq            → Mean introgressed allele frequency across SNPs in segment
# SNP_total           → Total number of SNPs in segment
# SNP_0               → Count of SNPs with FREQ = 0 (no introgression)
# SNP_0_to_0.001      → (0, 0.001] (0.1%)
# SNP_0.001_to_0.01   → (0.001, 0.01] (1%)
# SNP_0.01_to_0.04    → (0.01, 0.04] (4%)
# SNP_higher_0.04     → > 0.04 (very high)
# -----------------------------------------------------------
# Adaptive segmentation per chromosome (1–22) using low/medium/high introgression states.
# Mask gaps ≤ 1 kb are bridged; segments do not cross unmasked regions.
# Output is tab-separated (.tsv) and includes comment header.
# -----------------------------------------------------------
# Additional annotations:
# avg_recomb_rate     → Mean recombination rate (cM/Mb) across the segment, from GLIMPSE recombination map.
# SNP_Neand_Specific  → Number of Neanderthal-specific mutation SNPs within the segment.
# -----------------------------------------------------------
# Merge step:
# - Adjacent segments are merged across mask gaps if compatible:
#     • same class (low/medium/high), or
#     • low–medium / medium–low.
# - All counts are summed; avg_freq is SNP_total-weighted; avg_recomb_rate is segment-length-weighted.
# - introgression is reassigned from merged avg_freq.
# - available_bp = (sum of component Lengths) / (END_POS - START_POS + 1).
# New columns added:
# available_bp        → Fraction of merged span covered by actual segments (0–1).
# (Existing columns retained/recomputed where applicable.)
#
# Additional columns added from 10 kb bin overlap:
# bin_low       → Number of overlapping 10 kb bins labeled 'low' (SNP_Neand_Specific == 0)
# bin_low_NSS   → Number of overlapping 10 kb bins labeled 'low' (SNP_Neand_Specific > 0)
# -----------------------------------------------------------
CHROM	START_POS	END_POS	Length	introgression	avg_freq	available_bp	avg_recomb_rate	SNP_total	SNP_0	SNP_0_to_0.001	SNP_0.001_to_0.01	SNP_0.01_to_0.04	SNP_higher_0.04	SNP_Neand_Specific	bin_low	bin_low_NSS
chr10	124095117	124262076	166960	medium	0.0025147745833332	0.9917585050311452	1.0974368872324356	912	234	0	678	0	0	32	1	2
chr10	124262154	124265326	3173	high	0.020470304347826	1.0	1.1837446	23	0	0	0	23	0	1	0	0
chr10	124265612	124265612	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	124265954	124299247	33294	high	0.0203360709677419	1.0	0.9146056666666668	217	0	0	0	217	0	30	0	0
chr10	124299336	124428547	129212	low	6.861577207392195e-06	0.8239559793208061	1.6616836647547637	974	482	492	0	0	0	35	2	10
chr10	124428577	124428577	1	high	0.0192374	1.0		1	0	0	0	1	0	1	0	0
chr10	124428673	124716559	287887	low	0.0001367002507389	0.9949355128922112	1.1417049929297494	1421	753	562	106	0	0	52	15	11
chr10	124717102	124790034	72933	high	0.0159433010869565	1.0	0.333064427184466	368	0	0	0	368	0	9	0	0
chr10	124790042	124790042	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	124790146	124790232	87	high	0.0156828	1.0	0.4402143333333332	5	0	0	0	5	0	0	0	0
chr10	124790283	124790283	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	124790515	124838611	48097	high	0.013975652	1.0	0.8576645087719298	275	0	0	0	275	0	22	0	0
chr10	124838859	124956433	117575	medium	0.0012434655528925	0.9984605570912184	1.8973536624464893	605	186	219	200	0	0	47	2	6
chr10	124956706	124982799	26094	high	0.1592239655172413	1.0	0.9554230555555556	116	0	0	0	0	116	17	0	0
chr10	124982838	125119970	137133	low	0.0	0.9909066380812788	0.8277036189078547	754	754	0	0	0	0	0	13	0
chr10	125120001	125156951	36951	high	0.1517144035874439	1.0	0.4697900689655173	223	0	0	0	0	223	13	0	0
chr10	125156956	125288304	131349	low	0.0	1.0	3.733026726962458	815	815	0	0	0	0	0	12	0
chr10	125288522	125288522	1	high	0.13389	1.0		1	0	0	0	0	1	1	0	0
chr10	125288737	125355171	66435	low	1.0677653061224493e-05	0.9959509294799428	1.1104598018648868	490	489	0	1	0	0	4	3	3
chr10	125355783	125355783	1	high	0.0102378	1.0		1	0	0	0	1	0	1	0	0
chr10	125355908	125438459	82552	low	0.0	1.0	0.9470587375886524	533	533	0	0	0	0	1	6	1
chr10	125438536	125444881	6346	high	0.0202856422222222	1.0	6.6180556363636365	45	0	0	0	45	0	4	0	0
chr10	125444941	125447345	2405	low	0.0	1.0	15.790516333333334	13	13	0	0	0	0	0	0	0
chr10	125447351	125473765	26415	high	0.0132416411392405	1.0	1.7787655454545452	158	0	0	0	158	0	14	0	0
chr10	125473772	125473772	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	125473813	125500316	26504	high	0.0130824155844155	1.0	0.7834568431372548	231	0	0	0	231	0	10	0	0
chr10	125500336	125508544	8209	low	0.0	1.0	2.530752181818182	54	54	0	0	0	0	1	0	0
chr10	125508607	125519241	10635	high	0.0156783603174603	1.0	2.7052544500000004	63	0	0	0	63	0	4	0	0
chr10	125519383	125551973	32591	low	0.0	1.0	10.240230115384616	182	182	0	0	0	0	5	1	2
chr10	125551984	125603722	51739	high	0.0479807254437868	1.0	2.0114222278481013	338	0	0	0	119	219	15	0	0
chr10	125604862	125613230	8369	medium	0.00166414	1.0	0.4221315	34	0	0	34	0	0	1	0	0
chr10	125613306	125619499	6194	high	0.0264754102040816	1.0	4.2196126666666665	49	0	0	0	49	0	9	0	0
chr10	125619615	125625750	6136	medium	0.0023431099999999	1.0		48	0	0	48	0	0	0	0	0
chr10	125625954	125721744	95791	high	0.0437093595658073	1.0	5.862625775	737	0	0	0	608	129	38	0	0
chr10	125721803	125721803	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	125721942	125794755	72814	high	0.0277851409001956	1.0	2.041676514285714	511	0	0	0	511	0	19	0	0
chr10	125794813	126045939	251127	low	1.9151399252491697e-05	0.7975605968294927	2.1482702457071996	1204	799	405	0	0	0	51	11	9
chr10	126046232	126056190	9959	high	0.0533863931818181	1.0	1.77380137037037	88	0	0	0	0	88	4	0	0
chr10	126056227	126056227	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	126056432	126072355	15924	high	0.0854790471544715	1.0	7.600915485714285	123	0	0	0	0	123	7	0	0
chr10	126072366	126072366	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	126072730	126140627	67898	high	0.0929425428143712	1.0	1.5269828888888886	334	0	0	0	0	334	37	0	0
chr10	126141160	126152168	11009	medium	0.00158426	1.0	13.3012212	55	0	0	55	0	0	0	0	0
chr10	126152420	126159255	6836	high	0.0824606734693876	1.0	6.0618444	49	0	0	0	29	20	4	0	0
chr10	126159423	126159423	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	126159805	126171681	11877	high	0.1806366108433734	1.0	3.1177321	83	0	0	0	0	83	18	0	0
chr10	126171687	126172791	1105	medium	0.00885321	1.0	9.586629	7	0	0	7	0	0	0	0	0
chr10	126172863	126172863	1	high	0.0821418	1.0	10.193112	1	0	0	0	0	1	1	0	0
chr10	126172901	126206276	33376	low	0.0	1.0	2.4920302040816327	248	248	0	0	0	0	2	1	1
chr10	126206710	126261136	54427	high	0.1228836737556561	1.0	1.8214246492537312	442	0	0	0	135	307	28	0	0
chr10	126261216	126261216	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	126261355	126294225	32871	high	0.1835158588957054	1.0	3.505692013888888	326	0	0	0	0	326	13	0	0
chr10	126294239	126496321	202083	low	0.0	1.0	0.7479100829694323	804	804	0	0	0	0	0	19	0
chr10	126496711	126566311	69601	high	0.0494630993197278	1.0	0.3977103658536585	294	0	0	0	35	259	25	0	0
chr10	126566412	126583041	16630	low	0.0003993929999999	1.0	10.038316652173911	96	0	96	0	0	0	7	0	1
chr10	126583042	126675365	92324	high	0.0701166739514348	1.0	0.3409589875	453	0	0	0	0	453	24	0	0
chr10	126675550	126675550	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	126675551	126703795	28245	high	0.0895949740196077	1.0	1.7905694520547943	204	0	0	0	0	204	16	0	0
chr10	126703985	126714166	10182	low	0.0	1.0	1.4003465714285714	78	78	0	0	0	0	1	0	0
chr10	126714169	126715154	986	high	0.0133049307692307	1.0	0.717272375	13	0	0	0	13	0	1	0	0
chr10	126715159	126715159	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	126715198	126718244	3047	high	0.0132977576923076	1.0	0.5632981818181818	26	0	0	0	26	0	2	0	0
chr10	126718276	126721721	3446	low	0.0	1.0	1.489884692307693	32	32	0	0	0	0	0	0	0
chr10	126721819	126750836	29018	high	0.0502125775119617	1.0	4.00408396923077	209	0	0	0	123	86	14	0	0
chr10	126750945	126761375	10431	low	0.0	1.0	19.17277747368421	64	64	0	0	0	0	0	0	0
chr10	126761534	126771057	9524	high	0.0519298749999999	1.0	3.8621606666666666	76	0	0	0	31	45	5	0	0
chr10	126771181	126771181	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	126771586	126807497	35912	high	0.0546656657024793	1.0	1.8176470612244895	242	0	0	0	148	94	19	0	0
chr10	126807928	126895958	88031	low	0.0007885972616136	0.9479842328270722	3.2600559275152174	409	323	0	86	0	0	2	6	1
chr10	126896044	126898135	2092	high	0.0133131071428571	1.0	1.9834199999999995	14	0	0	0	14	0	2	0	0
chr10	126898568	127061326	162759	low	0.0	1.0	1.7230978549999998	842	842	0	0	0	0	0	16	0
chr10	127061374	127115070	53697	high	0.0514251268156424	1.0	1.5788217608695652	358	0	0	0	0	358	38	0	0
chr10	127115127	127115127	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	127115188	127154476	39289	high	0.068425338905775	1.0	1.4533112857142858	329	0	0	0	0	329	18	0	0
chr10	127154800	127154800	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	127155052	127215058	60007	high	0.0482758614243323	1.0	0.9146171743119268	337	0	0	0	128	209	27	0	0
chr10	127215463	127215463	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	127215523	127253535	38013	high	0.0432254297777777	1.0	1.1968174320987657	225	0	0	0	0	225	19	0	0
chr10	127253573	127380882	127310	medium	0.0061875262086091	0.9987196606708036	3.2445232842028213	604	0	55	549	0	0	43	1	0
chr10	127381049	127384428	3380	high	0.0371583333333333	1.0	8.339257	9	0	0	0	8	1	2	0	0
chr10	127384457	127837720	453264	low	1.742089492430877e-05	0.9884769141162766	1.239204063286581	2246	2213	0	33	0	0	2	43	1
chr10	127837841	127837841	1	high	0.115105	1.0	0.846594	1	0	0	0	0	1	1	0	0
chr10	127837950	127917433	79484	low	2.6727045454545455e-05	0.9945146192944492	4.275797567342174	528	526	0	2	0	0	4	6	1
chr10	127917481	127979948	62468	high	0.0563656460721868	1.0	1.0323579156626508	471	0	0	0	0	471	39	0	0
chr10	127980409	128485720	505312	low	0.0001131111826415	0.9973244253055538	3.757744971606612	2650	2393	134	123	0	0	19	42	7
chr10	128485923	128485923	1	high	0.222595	1.0	1.896214	1	0	0	0	0	1	1	0	0
chr10	128486246	128557390	71145	low	0.0	1.0	1.4620495487804877	479	479	0	0	0	0	0	6	0
chr10	128557435	128576890	19456	high	0.0435048265624999	0.9371916118421052	1.323008	128	0	0	0	0	128	3	0	0
chr10	128576891	128585371	8481	low	0.0006822479420289	1.0	8.202807	69	1	68	0	0	0	0	0	0
chr10	128585438	128589987	4550	high	0.1226154285714285	1.0	5.097987	35	0	0	0	0	35	4	0	0
chr10	128590029	128769546	179518	low	0.0	0.1620673135841531	5.1006564953186215	199	199	0	0	0	0	1	2	1
chr10	128769686	128783983	14298	high	0.0592499231707317	1.0	0.8373077857142857	82	0	0	0	0	82	8	0	0
chr10	128784235	128799999	15765	low	0.0006695378888888	1.0	5.493457615384615	72	1	71	0	0	0	4	0	1
chr10	128800057	128803044	2988	high	0.0273983176470588	1.0		17	0	0	0	17	0	1	0	0
chr10	128803048	128803048	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	128803080	128814749	11670	high	0.0274398822429906	1.0	0.9132895263157896	107	0	0	0	107	0	8	0	0
chr10	128814756	128829337	14582	medium	0.0035001067857142	1.0	1.1352231081081077	140	0	0	140	0	0	8	0	0
chr10	128829360	128829360	1	high	0.0800517	1.0		1	0	0	0	0	1	1	0	0
chr10	128829363	128831510	2148	medium	0.00287563	1.0	0.918229	24	0	0	24	0	0	4	0	0
chr10	128831584	128836428	4845	high	0.066337046875	1.0	0.5739204545454546	32	0	0	0	0	32	8	0	0
chr10	128836549	128986854	150306	medium	0.0062268144082125	1.0	1.2823077119341564	828	0	0	828	0	0	60	0	0
chr10	128987543	129051981	64439	high	0.0840939692957746	1.0	1.45413596	355	0	0	0	132	223	22	0	0
chr10	129052009	129060330	8322	medium	0.00214341	1.0	0.8283860624999999	50	0	0	50	0	0	0	0	0
chr10	129060354	129074946	14593	high	0.0200745368421052	1.0	0.5662822222222222	76	0	0	0	76	0	4	0	0
chr10	129075091	129075091	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	129075302	129134834	59533	high	0.0469764531969309	1.0	0.7988865983606556	391	0	0	0	122	269	19	0	0
chr10	129134843	129144730	9888	medium	0.00600421	1.0	5.6075974	62	0	0	62	0	0	2	0	0
chr10	129144824	129155319	10496	high	0.0332548374999999	1.0	2.5987693333333337	64	0	0	0	43	21	7	0	0
chr10	129155850	129163133	7284	medium	0.0023832590163934	0.9612850082372324	19.71576722222222	61	1	0	60	0	0	0	0	0
chr10	129163295	129195185	31891	high	0.0375560703333333	1.0	2.471231842105263	300	0	0	0	186	114	17	0	0
chr10	129195192	129205007	9816	low	0.0007992085396825	1.0	10.401613470588234	63	1	62	0	0	0	1	0	0
chr10	129205219	129245922	40704	high	0.0575358742424242	1.0	3.705863296296296	330	0	0	0	56	274	12	0	0
chr10	129245967	129251628	5662	medium	0.0099581999999999	1.0	18.948941458333337	54	0	0	54	0	0	1	0	0
chr10	129251997	129319329	67333	high	0.1204258960616438	1.0	1.9730403663366336	584	0	0	0	100	484	29	0	0
chr10	129319457	129319457	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	129319508	129349383	29876	high	0.134961652	1.0	6.176928894736843	250	0	0	0	0	250	15	0	0
chr10	129349530	129349530	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	129349599	129387940	38342	high	0.1062625224422442	1.0	1.3770184578313251	303	0	0	0	0	303	17	0	0
chr10	129387978	129391232	3255	low	0.0001331309999999	1.0	1.8888282000000003	20	0	20	0	0	0	1	0	0
chr10	129391251	129438582	47332	high	0.0295545817891372	1.0	3.6390186610169497	313	0	0	0	180	133	29	0	0
chr10	129438589	129478574	39986	medium	0.0074593852797202	0.9994498074326014	1.3804548179123115	286	1	56	229	0	0	14	0	0
chr10	129478666	129478666	1	high	0.0100913	1.0		1	0	0	0	1	0	1	0	0
chr10	129478787	129580529	101743	medium	0.0083839130105017	1.0	2.0001021355140187	857	0	0	857	0	0	18	0	0
chr10	129580580	129629935	49356	high	0.0161382461024498	1.0	0.9550906229508196	449	0	0	0	449	0	26	0	0
chr10	129630190	129643462	13273	low	5.32524e-05	1.0	5.813119277777778	127	0	127	0	0	0	1	0	1
chr10	129643489	129664933	21445	high	0.0146961041825095	1.0	1.847250107142857	263	0	0	0	261	2	17	0	0
chr10	129665342	129674378	9037	medium	0.0035546	1.0	10.80568188235294	68	0	0	68	0	0	1	0	0
chr10	129674466	129764566	90101	high	0.0630925130508474	1.0	4.803278151785714	590	0	0	0	83	507	43	0	0
chr10	129764620	129769408	4789	low	0.0	1.0	10.9363696	26	26	0	0	0	0	1	0	0
chr10	129769429	129769429	1	high	0.0349469	1.0		1	0	0	0	1	0	1	0	0
chr10	129769480	129780221	10742	low	0.0007005229047618	0.938372742506051	1.3780662729050803	63	21	30	12	0	0	7	0	1
chr10	129780834	129805568	24735	high	0.0834952108108108	1.0	1.890157318181818	148	0	0	0	9	139	13	0	0
chr10	129805785	129806869	1085	medium	0.0072276799999999	1.0	9.491642	10	0	0	10	0	0	1	0	0
chr10	129807142	129817108	9967	high	0.0600638948275862	1.0	3.716358857142857	58	0	0	0	29	29	8	0	0
chr10	129817136	129817136	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	129817362	129817616	255	high	0.075275575	1.0		4	0	0	0	0	4	1	0	0
chr10	129817897	129817897	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	129817901	129826679	8779	high	0.051941352112676	1.0	1.6334121428571429	71	0	0	0	0	71	6	0	0
chr10	129826926	129838351	11426	medium	0.00326171	1.0	6.7518864999999995	106	0	0	106	0	0	1	0	0
chr10	129838503	129838503	1	high	0.0104242	1.0	6.683479	1	0	0	0	1	0	1	0	0
chr10	129838564	129894391	55828	medium	0.0031428634042553	1.0	2.3422959375	423	0	0	423	0	0	19	0	0
chr10	129894860	129946721	51862	high	0.0689369201183432	1.0	0.7383261044776119	338	0	0	0	145	193	12	0	0
chr10	129946862	129946862	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	129946985	130048783	101799	high	0.0354793394511149	1.0	1.603878336538462	583	0	0	0	583	0	35	0	0
chr10	130049024	130049024	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	130049379	130060416	11038	high	0.032530465079365	1.0	1.531073625	63	0	0	0	63	0	5	0	0
chr10	130060439	130068724	8286	low	0.0001065049999999	1.0	15.128083625	60	0	60	0	0	0	0	0	0
chr10	130068839	130068839	1	high	0.0436803	1.0		1	0	0	0	0	1	1	0	0
chr10	130069014	130088567	19554	medium	0.00133131	1.0	4.51949125	89	0	0	89	0	0	2	0	0
chr10	130088657	130097305	8649	high	0.0558157304347826	1.0	0.4303404999999999	46	0	0	0	0	46	6	0	0
chr10	130097446	130103518	6073	medium	0.0061913099999999	1.0	0.3874043749999999	37	0	0	37	0	0	5	0	0
chr10	130103840	130163610	59771	high	0.0718260221079691	1.0	1.0428089739130435	389	0	0	0	0	389	8	0	0
chr10	130163720	130170110	6391	medium	0.003226206491228	0.9901423877327492	2.0820333381795195	57	0	30	27	0	0	2	0	0
chr10	130170139	130170139	1	high	0.187329	1.0		1	0	0	0	0	1	1	0	0
chr10	130170176	130223079	52904	medium	0.0011671343095768	0.997013458339634	2.119750934054484	449	271	25	153	0	0	12	2	1
chr10	130223227	130272986	49760	high	0.0601664535433069	1.0	1.4415402976190477	381	0	0	0	0	381	16	0	0
chr10	130273000	130465543	192544	low	3.63455680902498e-05	0.9983588166860562	4.783743487459549	1241	1217	0	24	0	0	10	14	4
chr10	130466052	130480136	14085	high	0.0413266644736842	1.0	5.522052250000001	76	0	0	0	42	34	8	0	0
chr10	130482174	130730328	248155	low	0.0	1.0	4.720067562700964	1142	1142	0	0	0	0	0	24	0
chr10	130730336	130730340	5	high	0.0129337	1.0		2	0	0	0	2	0	2	0	0
chr10	130730373	130746370	15998	medium	0.00957212	1.0	2.2210454285714287	84	0	0	84	0	0	0	0	0
chr10	130746496	130746581	86	high	0.0258673333333333	1.0		3	0	0	0	3	0	2	0	0
chr10	130746657	130836178	89522	low	0.0001153480714285	0.9988159335135496	3.120781235354808	560	501	0	59	0	0	11	6	2
chr10	130836250	130838291	2042	high	0.0208059823529411	1.0	1.511058	17	0	0	0	17	0	2	0	0
chr10	130838511	130846657	8147	medium	0.0010650499999999	1.0	18.15914383333333	34	0	0	34	0	0	0	0	0
chr10	130846891	130895397	48507	high	0.0954462594444443	1.0	1.1398225083333335	360	0	0	0	143	217	20	0	0
chr10	130895513	130895513	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	130895558	130904473	8916	high	0.1764333958333333	1.0	3.108714857142857	48	0	0	0	0	48	4	0	0
chr10	130904489	130927071	22583	low	0.0	1.0	2.364815068627451	184	184	0	0	0	0	2	1	0
chr10	130927529	130931359	3831	high	0.1313302608695652	1.0	7.181200636363636	23	0	0	0	0	23	4	0	0
chr10	130931432	130932506	1075	medium	0.0050856	1.0	36.30621275	9	0	0	9	0	0	0	0	0
chr10	130932642	130941048	8407	high	0.0426195387096774	1.0	7.805589235294119	31	0	0	0	0	31	3	0	0
chr10	130941163	130956476	15314	low	2.662619999999999e-05	1.0	1.8365054473684208	104	0	104	0	0	0	3	0	0
chr10	130956515	130956515	1	high	0.0912613	1.0		1	0	0	0	0	1	1	0	0
chr10	130956780	131035796	79017	medium	0.003144201371061	0.9776250680233368	2.4746558859272243	311	29	107	175	0	0	22	0	2
chr10	131035910	131046704	10795	high	0.1305239042553191	1.0	3.662263444444444	94	0	0	0	0	94	8	0	0
chr10	131046855	131052387	5533	low	1.33131e-05	1.0	3.3048286874999997	39	0	39	0	0	0	1	0	0
chr10	131052923	131053714	792	high	0.1038465	1.0	41.7291225	6	0	0	0	0	6	3	0	0
chr10	131053936	131079008	25073	low	0.0	1.0	11.932077972222224	105	105	0	0	0	0	0	1	0
chr10	131079449	131130500	51052	high	0.0403506840517241	1.0	0.4666419222222222	232	0	0	0	129	103	23	0	0
chr10	131131133	131159439	28307	medium	0.0069760599999999	1.0	1.813789363636364	127	0	0	127	0	0	0	0	0
chr10	131159455	131241319	81865	high	0.0374014891221374	1.0	1.96086845323741	524	0	0	0	286	238	48	0	0
chr10	131241341	131247050	5710	low	0.000878664	1.0	5.0267296	26	0	26	0	0	0	0	0	0
chr10	131247350	131266247	18898	high	0.0525522509090909	1.0	2.8818835833333334	110	0	0	0	26	84	11	0	0
chr10	131266332	131266332	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	131266470	131342735	76266	high	0.0502774250403877	1.0	0.4292362068965517	619	0	0	0	108	511	25	0	0
chr10	131342930	131342930	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	131342962	131513834	170873	high	0.0555727647900763	1.0	1.182738578313253	1048	0	0	0	402	646	126	0	0
chr10	131514049	131527964	13916	medium	0.0080388422340424	0.9933170451279104	5.409953226430759	94	14	0	80	0	0	2	0	0
chr10	131528019	131578160	50142	high	0.0625068390879478	0.931075744884528	1.2479491742961113	307	0	0	0	140	167	20	0	0
chr10	131578199	131583821	5623	low	0.0	1.0	3.378114666666667	41	41	0	0	0	0	1	0	0
chr10	131583829	131597552	13724	high	0.0377301544303797	1.0	1.071959176470588	79	0	0	0	79	0	3	0	0
chr10	131597793	131601466	3674	low	0.000279575	1.0	35.32042884615384	32	0	32	0	0	0	0	0	0
chr10	131601829	131628746	26918	high	0.0164455305084745	1.0	0.7086129600000001	118	0	0	0	118	0	12	0	0
chr10	131628920	131696806	67887	low	5.569091287128713e-05	0.9964057919778456	7.115700655275991	202	155	46	1	0	0	7	4	2
chr10	131697355	131697355	1	high	0.0222462	1.0		1	0	0	0	1	0	1	0	0
chr10	131697627	131732608	34982	low	8.25812496240549e-05	0.9843919730146932	2.2786564598084227	133	95	37	1	0	0	9	1	2
chr10	131732653	131735163	2511	high	0.0130028076923076	1.0	1.020154	13	0	0	0	13	0	4	0	0
chr10	131735205	131791241	56037	medium	0.0033237804299362	0.9528347341934792	7.995923092980555	157	0	75	82	0	0	5	2	0
chr10	131791452	131795756	4305	high	0.0110774499999999	1.0	0.152997	14	0	0	0	14	0	3	0	0
chr10	131795957	131795957	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	131796290	131801055	4766	high	0.0119658199999999	1.0	0.238121	20	0	0	0	20	0	3	0	0
chr10	131801337	131824295	22959	low	1.33131e-05	1.0	5.40717538888889	84	0	84	0	0	0	1	1	0
chr10	131824311	131974950	150640	high	0.1376808357142857	1.0	1.2096572537313433	798	0	0	0	0	798	66	0	0
chr10	131975034	131975034	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	131975058	131982867	7810	high	0.1220525510204081	1.0	0.269389	49	0	0	0	0	49	3	0	0
chr10	131982929	131990305	7377	medium	0.0098783199999999	1.0	1.2664268	57	0	0	57	0	0	2	0	0
chr10	131990328	132005760	15433	high	0.0267138814432989	1.0	1.3889611764705885	97	0	0	0	67	30	6	0	0
chr10	132005795	132005795	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	132005854	132098003	92150	high	0.0780339076775431	1.0	0.8168518353658538	521	0	0	0	30	491	41	0	0
chr10	132098017	132098017	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	132098187	132099048	862	high	0.1238052499999999	1.0		12	0	0	0	0	12	2	0	0
chr10	132099143	132099143	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	132099286	132142849	43564	high	0.1241156542750929	1.0	0.7391555952380953	269	0	0	0	0	269	12	0	0
chr10	132142943	132142943	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	132143045	132186376	43332	high	0.0749552931924882	1.0	1.1623134516129032	426	0	0	0	0	426	42	0	0
chr10	132186407	132197833	11427	low	0.0	1.0	6.319306918918919	118	118	0	0	0	0	1	0	0
chr10	132197924	132218808	20885	high	0.051623023275862	1.0	1.8649220454545463	116	0	0	0	0	116	6	0	0
chr10	132218938	132218938	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	132218959	132232980	14022	high	0.0447797610294117	1.0	0.91077434375	136	0	0	0	0	136	5	0	0
chr10	132232989	132232989	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	132233082	132246245	13164	high	0.0447891649572649	1.0	0.1798183571428571	117	0	0	0	0	117	5	0	0
chr10	132246410	132287474	41065	low	0.0	1.0	1.4515095652173913	318	318	0	0	0	0	2	2	1
chr10	132287571	132342521	54951	high	0.0315410221978021	1.0	0.7793093219178081	455	0	0	0	412	43	15	0	0
chr10	132342752	132367493	24742	low	0.0007720743653845	0.9947457764125778	9.875459187017382	156	0	146	10	0	0	5	0	1
chr10	132367515	132368470	956	high	0.0187448125	1.0	25.285128	8	0	0	0	8	0	2	0	0
chr10	132368562	132377748	9187	medium	0.0068212276086956	1.0	5.3906315	46	0	0	46	0	0	2	0	0
chr10	132377819	132407893	30075	high	0.0156019986175115	1.0	2.51542112	217	0	0	0	217	0	13	0	0
chr10	132407900	132418881	10982	medium	0.0041669999999999	1.0	5.3983996538461545	82	0	0	82	0	0	1	0	0
chr10	132418998	132606094	187097	high	0.0612240046101694	0.9783374399375724	2.7667328257618684	1475	0	0	0	379	1096	74	0	0
chr10	132606157	132606157	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	132606228	132649314	43087	high	0.0855987485	1.0	1.7081068333333336	400	0	0	0	0	400	20	0	0
chr10	132649332	132649332	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	132649362	132657211	7850	high	0.0672494179487179	1.0	0.5244718333333334	78	0	0	0	0	78	2	0	0
chr10	132657479	132657479	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr10	132657548	132661714	4167	high	0.0741119897435897	1.0	2.2966073333333332	39	0	0	0	0	39	1	0	0
chr10	132661784	132665349	3566	medium	0.00537849	1.0	3.1558659999999996	42	0	0	42	0	0	0	0	0
